Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Sun May 1 2022,,Denver Nuggets,,Golden State Warriors,,,,,
Sun May 1 2022,,Minnesota Timberwolves,,Memphis Grizzlies,,,,,
Sun May 1 2022,,Chicago Bulls,,Milwaukee Bucks,,,,,
